,Scientific Name,Year,Month,Latitude,Longitude,Country,Basis of Record,Dataset
555,Micropterus salmoides,2023,5,28.894827,-82.592543,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
556,Micropterus salmoides,2023,5,28.894827,-82.592543,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
557,Micropterus salmoides,2023,5,28.779273,-81.815491,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
558,Micropterus salmoides,2023,5,25.951237,-81.360403,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
559,Micropterus salmoides,2023,5,25.382143,-80.607944,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
560,Micropterus salmoides,2023,5,25.395324,-80.583446,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
561,Micropterus salmoides,2023,5,29.717794,-82.382527,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
562,Micropterus salmoides,2023,5,27.841463,-82.664704,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
563,Micropterus salmoides,2023,5,36.043597,-78.996667,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
564,Micropterus salmoides,2023,5,27.836039,-82.264249,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
565,Micropterus salmoides,2023,5,31.1405,-86.60075,United States of America,PRESERVED_SPECIMEN,d499aef2-b1d9-4890-aeb3-5f0d1237b513
566,Micropterus salmoides,2023,5,25.382922,-80.605493,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
567,Micropterus salmoides,2023,5,25.382486,-80.606364,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
568,Micropterus salmoides,2023,5,25.943889,-80.3225,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
569,Micropterus salmoides,2023,5,41.93174,-82.51308,Canada,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
570,Micropterus salmoides,2023,5,39.849474,-5.678257,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
571,Micropterus salmoides,2023,5,44.113398,-84.438255,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
572,Micropterus salmoides,2023,5,41.37194,-7.24361,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
573,Micropterus salmoides,2023,5,27.866369,-82.146451,United States of America,PRESERVED_SPECIMEN,eccf4b09-f0c8-462d-a48c-41a7ce36815a
574,Micropterus salmoides,2023,5,41.33028,-7.28694,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
575,Micropterus salmoides,2023,5,41.2625,-7.43972,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
576,Micropterus salmoides,2023,5,44.026499,-84.785453,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
577,Micropterus salmoides,2023,5,41.27278,-7.36056,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
578,Micropterus salmoides,2023,5,44.848246,-84.538508,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
579,Micropterus salmoides,2023,5,36.703056,126.665278,"Korea, Republic of",HUMAN_OBSERVATION,03297f62-389d-4c67-8f3a-2ab8df14159f
580,Micropterus salmoides,2023,5,29.96241,-99.45351,United States of America,PRESERVED_SPECIMEN,b6015b60-6f96-43a9-88e5-2f41854e8f07
581,Micropterus salmoides,2023,6,41.433101,-6.713942,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
582,Micropterus salmoides,2023,6,43.402294,-84.92742,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
583,Micropterus salmoides,2023,6,29.951619,-96.628059,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
584,Micropterus salmoides,2023,6,41.513752,-6.673038,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
585,Micropterus salmoides,2023,6,41.524135,-6.670009,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
586,Micropterus salmoides,2023,6,45.99534,-89.698224,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
587,Micropterus salmoides,2023,6,45.99534,-89.698224,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
588,Micropterus salmoides,2023,6,45.99534,-89.698224,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
589,Micropterus salmoides,2023,6,45.997072,-89.705716,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
590,Micropterus salmoides,2023,6,45.997072,-89.705716,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
591,Micropterus salmoides,2023,6,43.379129,-86.383176,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
592,Micropterus salmoides,2023,6,28.572146,-80.988306,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
593,Micropterus salmoides,2023,6,35.726343,-78.782242,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
594,Micropterus salmoides,2023,6,27.172542,-80.889663,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
595,Micropterus salmoides,2023,6,30.103589,-81.624397,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
596,Micropterus salmoides,2023,6,27.224508,-80.95858,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
597,Micropterus salmoides,2023,6,29.640738,-82.350636,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
598,Micropterus salmoides,2023,6,26.782257,-81.755642,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
599,Micropterus salmoides,2023,6,28.755905,-81.499284,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
600,Micropterus salmoides,2023,6,28.755905,-81.499284,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
601,Micropterus salmoides,2023,6,27.66967,-80.661623,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
602,Micropterus salmoides,2023,6,35.869767,-78.761612,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
603,Micropterus salmoides,2023,6,30.00579,-82.438132,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
604,Micropterus salmoides,2023,6,29.662913,-82.306254,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
605,Micropterus salmoides,2023,6,28.84493,-81.951249,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
606,Micropterus salmoides,2023,6,26.310137,-80.153283,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
607,Micropterus salmoides,2023,6,28.909478,-81.975028,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
608,Micropterus salmoides,2023,6,27.827069,-82.70933,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
609,Micropterus salmoides,2023,6,29.747833,-96.552045,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
610,Micropterus salmoides,2023,6,27.885,-82.249167,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
611,Micropterus salmoides,2023,6,43.331279,-2.858231,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
612,Micropterus salmoides,2023,6,37.348039,-5.876867,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
613,Micropterus salmoides,2023,6,42.80962,-1.61665,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
614,Micropterus salmoides,2023,6,41.573917,-6.675192,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
615,Micropterus salmoides,2023,6,41.500448,-6.668625,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
616,Micropterus salmoides,2023,6,41.559133,-6.675138,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
617,Micropterus salmoides,2023,6,41.444984,-6.684175,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
618,Micropterus salmoides,2023,6,41.23599,-6.81084,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
619,Micropterus salmoides,2023,6,41.442085,-6.689935,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
620,Micropterus salmoides,2023,6,29.747833,-96.552045,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
621,Micropterus salmoides,2023,6,29.535559,-96.437045,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
622,Micropterus salmoides,2023,6,41.507148,-6.591059,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
623,Micropterus salmoides,2023,6,29.535559,-96.437045,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
624,Micropterus salmoides,2023,6,41.43765,-6.6389,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
625,Micropterus salmoides,2023,6,31.998668,-104.095825,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
626,Micropterus salmoides,2023,6,29.581487,-96.337214,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
627,Micropterus salmoides,2023,6,29.702493,-96.537269,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
628,Micropterus salmoides,2023,6,41.222073,-6.848864,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
629,Micropterus salmoides,2023,6,41.431794,-6.706529,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
630,Micropterus salmoides,2023,6,29.585484,-96.33663,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
631,Micropterus salmoides,2023,7,41.52333,-7.23083,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
632,Micropterus salmoides,2023,7,41.432183,-6.709996,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
633,Micropterus salmoides,2023,7,41.491651,-6.660076,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
634,Micropterus salmoides,2023,7,28.413612,-81.644745,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
635,Micropterus salmoides,2023,7,28.414353,-81.644447,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
636,Micropterus salmoides,2023,7,27.647933,-81.507479,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
637,Micropterus salmoides,2023,7,28.414817,-81.644937,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
638,Micropterus salmoides,2023,7,28.41357,-81.644722,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
639,Micropterus salmoides,2023,7,28.406038,-81.558288,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
640,Micropterus salmoides,2023,7,28.420273,-82.656914,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
641,Micropterus salmoides,2023,7,26.373383,-80.237175,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
642,Micropterus salmoides,2023,7,30.1403,-83.83825,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
643,Micropterus salmoides,2023,7,29.858968,-82.618984,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
644,Micropterus salmoides,2023,7,35.466503,-78.920387,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
645,Micropterus salmoides,2023,7,32.95423,-80.171037,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
646,Micropterus salmoides,2023,7,28.94585,-81.339357,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
647,Micropterus salmoides,2023,7,28.576187,-80.990472,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
648,Micropterus salmoides,2023,7,28.576187,-80.990472,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
649,Micropterus salmoides,2023,7,31.126608,-81.608458,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
650,Micropterus salmoides,2023,7,26.942835,-80.141154,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
651,Micropterus salmoides,2023,7,45.58104,-84.697636,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
652,Micropterus salmoides,2023,7,41.32847,-7.38324,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
653,Micropterus salmoides,2023,7,28.462892,-81.59503,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
654,Micropterus salmoides,2023,7,41.34667,-7.28306,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
655,Micropterus salmoides,2023,7,43.940289,-0.04725,France,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
656,Micropterus salmoides,2023,7,44.407508,0.703051,France,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
657,Micropterus salmoides,2023,7,44.405736,0.705334,France,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
658,Micropterus salmoides,2023,7,41.38306,-7.21528,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
659,Micropterus salmoides,2023,7,42.818841,-2.306635,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
660,Micropterus salmoides,2023,7,42.057713,-84.183602,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
661,Micropterus salmoides,2023,7,41.898913,-84.60587,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
662,Micropterus salmoides,2023,7,41.46639,-7.18722,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
663,Micropterus salmoides,2023,7,41.455692,-6.670665,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
664,Micropterus salmoides,2023,7,41.35861,-7.40278,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
665,Micropterus salmoides,2023,7,41.40694,-7.16222,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
666,Micropterus salmoides,2023,7,46.3327,-0.84896,France,HUMAN_OBSERVATION,47a47805-6777-4ac5-aa62-c0b998ebefcb
667,Micropterus salmoides,2023,7,41.878455,-84.793536,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
668,Micropterus salmoides,2023,7,42.051927,-84.260239,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
669,Micropterus salmoides,2023,7,41.454831,-6.593814,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
670,Micropterus salmoides,2023,7,41.46079,-6.656247,Portugal,HUMAN_OBSERVATION,7139fe5b-5980-4fa7-9a71-82054d1fdfa3
671,Micropterus salmoides,2023,7,44.39592,-1.18112,France,HUMAN_OBSERVATION,6ecc8c34-aeef-4460-9d7b-13a653914941
672,Micropterus salmoides,2023,7,38.92,-0.2,Spain,HUMAN_OBSERVATION,95e635d4-f762-11e1-a439-00145eb45e9a
673,Micropterus salmoides,2023,7,41.56833,-7.16889,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
674,Micropterus salmoides,2023,7,41.56194,-7.2575,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
675,Micropterus salmoides,2023,7,41.53278,-7.18444,Portugal,HUMAN_OBSERVATION,6a81df65-caf7-468d-a265-03bc774da71f
676,Micropterus salmoides,2023,7,41.933013,-83.458215,United States of America,PRESERVED_SPECIMEN,59825263-9f89-43a9-8f22-c22a6a53b8fc
677,Micropterus salmoides,2023,7,37.2377172,-110.0681109,United States of America,PRESERVED_SPECIMEN,a2254f58-8bbf-41e6-ac4e-03d1683e0ce5
678,Micropterus salmoides,2023,7,37.2723423,-110.1013081,United States of America,PRESERVED_SPECIMEN,a2254f58-8bbf-41e6-ac4e-03d1683e0ce5
679,Micropterus salmoides,2023,7,36.907815,128.520184,"Korea, Republic of",HUMAN_OBSERVATION,116e8fa0-9c0f-43e3-9765-d0a2b040d9c5
680,Micropterus salmoides,2023,7,36.802409,127.576596,"Korea, Republic of",HUMAN_OBSERVATION,116e8fa0-9c0f-43e3-9765-d0a2b040d9c5
681,Micropterus salmoides,2023,8,27.358895,-82.461213,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
682,Micropterus salmoides,2023,8,25.609225,-80.318245,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
683,Micropterus salmoides,2023,8,27.210222,-81.349053,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
684,Micropterus salmoides,2023,8,35.882605,-78.700186,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
685,Micropterus salmoides,2023,8,35.882605,-78.700186,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
686,Micropterus salmoides,2023,8,25.8374,-80.363967,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
687,Micropterus salmoides,2023,8,28.5174,-82.573692,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
688,Micropterus salmoides,2023,8,28.413612,-81.644905,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
689,Micropterus salmoides,2023,8,29.829982,-82.682929,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
690,Micropterus salmoides,2023,8,26.475439,-80.050709,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
691,Micropterus salmoides,2023,8,33.973645,-81.2352,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
692,Micropterus salmoides,2023,8,33.97353,-81.235612,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
693,Micropterus salmoides,2023,8,36.085258,-79.061394,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
694,Micropterus salmoides,2023,8,28.509342,-81.076297,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
695,Micropterus salmoides,2023,8,32.002553,-80.978387,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
696,Micropterus salmoides,2023,8,28.945058,-81.339042,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
697,Micropterus salmoides,2023,8,43.592155,13.121008,Italy,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
698,Micropterus salmoides,2023,8,37.713814,-5.069464,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
699,Micropterus salmoides,2023,8,37.834758,-5.039922,Spain,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165
700,Micropterus salmoides,2023,8,36.7290141,-108.3975347,United States of America,PRESERVED_SPECIMEN,a2254f58-8bbf-41e6-ac4e-03d1683e0ce5
701,Micropterus salmoides,2023,8,42.115,2.753,Spain,HUMAN_OBSERVATION,f3278405-0943-41a0-9f04-3a7733ec344d
702,Micropterus salmoides,2023,8,42.124,2.753,Spain,HUMAN_OBSERVATION,f3278405-0943-41a0-9f04-3a7733ec344d
703,Micropterus salmoides,2023,8,41.79,2.694,Spain,HUMAN_OBSERVATION,f3278405-0943-41a0-9f04-3a7733ec344d
704,Micropterus salmoides,2023,8,36.703056,126.665278,"Korea, Republic of",HUMAN_OBSERVATION,03297f62-389d-4c67-8f3a-2ab8df14159f
705,Micropterus salmoides,2023,8,36.690278,126.666944,"Korea, Republic of",HUMAN_OBSERVATION,03297f62-389d-4c67-8f3a-2ab8df14159f
706,Micropterus salmoides,2023,8,36.673889,126.705833,"Korea, Republic of",HUMAN_OBSERVATION,03297f62-389d-4c67-8f3a-2ab8df14159f
707,Micropterus salmoides,2023,8,6.5169,-75.3971,Colombia,PRESERVED_SPECIMEN,ba1e6e34-8196-422a-ae31-f71717dd1de8
708,Micropterus salmoides,2023,8,31.52881,-93.85647,United States of America,PRESERVED_SPECIMEN,b6015b60-6f96-43a9-88e5-2f41854e8f07
709,Micropterus salmoides,2023,9,30.46583,-101.793355,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
710,Micropterus salmoides,2023,9,30.128949,-101.573408,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
711,Micropterus salmoides,2023,9,26.174819,-80.163593,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
712,Micropterus salmoides,2023,9,29.714572,-82.381133,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
713,Micropterus salmoides,2023,9,29.716418,-82.382334,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
714,Micropterus salmoides,2023,9,31.269263,-85.463091,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
715,Micropterus salmoides,2023,9,33.688465,-81.25128,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
716,Micropterus salmoides,2023,9,29.617378,-82.322127,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
717,Micropterus salmoides,2023,9,28.943725,-81.340653,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
718,Micropterus salmoides,2023,9,25.382,-80.608125,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
719,Micropterus salmoides,2023,9,25.382055,-80.609138,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
720,Micropterus salmoides,2023,9,34.048057,-81.165391,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
721,Micropterus salmoides,2023,9,29.169788,-81.16387,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
722,Micropterus salmoides,2023,9,30.468516,-101.80247,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
723,Micropterus salmoides,2023,9,30.69878,-101.692905,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
724,Micropterus salmoides,2023,9,30.69878,-101.692905,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
725,Micropterus salmoides,2023,9,30.444508,-101.720593,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
726,Micropterus salmoides,2023,9,29.59065,-82.9269,United States of America,PRESERVED_SPECIMEN,eccf4b09-f0c8-462d-a48c-41a7ce36815a
727,Micropterus salmoides,2023,9,39.2,-1.06,Spain,HUMAN_OBSERVATION,95e635d4-f762-11e1-a439-00145eb45e9a
728,Micropterus salmoides,2023,9,30.468516,-101.80247,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
729,Micropterus salmoides,2023,9,41.249,0.441,Spain,HUMAN_OBSERVATION,f3278405-0943-41a0-9f04-3a7733ec344d
730,Micropterus salmoides,2023,9,36.322962,127.235999,"Korea, Republic of",HUMAN_OBSERVATION,116e8fa0-9c0f-43e3-9765-d0a2b040d9c5
731,Micropterus salmoides,2023,9,37.517377,126.925944,"Korea, Republic of",HUMAN_OBSERVATION,116e8fa0-9c0f-43e3-9765-d0a2b040d9c5
732,Micropterus salmoides,2023,9,37.540097,126.928906,"Korea, Republic of",HUMAN_OBSERVATION,116e8fa0-9c0f-43e3-9765-d0a2b040d9c5
733,Micropterus salmoides,2023,10,46.208228,-89.47127,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
734,Micropterus salmoides,2023,10,46.208228,-89.47127,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
735,Micropterus salmoides,2023,10,46.208228,-89.47127,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
736,Micropterus salmoides,2023,10,46.208228,-89.47127,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
737,Micropterus salmoides,2023,10,38.946002,-96.443157,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
738,Micropterus salmoides,2023,10,38.946002,-96.443157,United States of America,PRESERVED_SPECIMEN,97255e25-4983-4e2b-bf18-2127d29e12a9
739,Micropterus salmoides,2023,10,27.825232,-80.741738,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
740,Micropterus salmoides,2023,10,30.518353,-84.249267,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
741,Micropterus salmoides,2023,10,34.004483,-81.057053,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
